[label]	assay_label	pubmedID
miR-499 and Sox6 (mouse) co-expression conclusion	luciferase assay 941	PubMed 19690046
miR-499 and Sox6 (mouse) co-expression conclusion	real time PCR 946	PubMed 19922871
miR-499 and Sox6 (mouse) co-expression conclusion	real time PCR 946	PubMed 19922871
miR-499 and Sox6 (mouse) co-expression conclusion	real time PCR 946	PubMed 19690046
miR-499 and Sox6 (mouse) co-expression conclusion	real time PCR 946	PubMed 19922871
miR-499 and Sox6 (mouse) co-expression conclusion	real time PCR 946	PubMed 19690046
miR-499 and Sox6 (mouse) co-expression conclusion	Taqman RT-PCR 931	PubMed 19922871
miR-499 and Sox6 (mouse) co-expression conclusion	Taqman RT-PCR 931	PubMed 19922871
miR-499 and Sox6 (mouse) co-expression conclusion	Taqman RT-PCR 931	PubMed 19690046
miR-499 and Sox6 (mouse) co-expression conclusion	Taqman RT-PCR 931	PubMed 19922871
miR-499 and Sox6 (mouse) co-expression conclusion	Taqman RT-PCR 931	PubMed 19690046
miR-499 and Sox6 (mouse) co-expression conclusion	luciferase assay 932	PubMed 19922871
miR-499 and Sox6 (mouse) co-expression conclusion	luciferase assay 932	PubMed 19922871
miR-499 and Sox6 (mouse) co-expression conclusion	luciferase assay 932	PubMed 19690046
miR-499 and Sox6 (mouse) co-expression conclusion	luciferase assay 932	PubMed 19922871
miR-499 and Sox6 (mouse) co-expression conclusion	luciferase assay 932	PubMed 19690046
miR-599 and Tlr7 (mouse) co-expression conclusion	ELISA 952	PubMed 22610069
miR-669b and IGF1R (human) co-expression conclusion	luciferase assays 959	PubMed 21967153
miR-9 and Foxp2 (mouse) co-expression conclusion	luciferase assays 979	PubMed 22874921
miR-9 and Sptlc2 (mouse) co-expression conclusion	qRT-PCR 977	PubMed 21994399
miR-9 and Sptlc2 (mouse) co-expression conclusion	Western blot 977	PubMed 21994399
miR-92a and SIRT1 (human) co-expression conclusion	luciferase assays 987	PubMed 25550450
miR-93 and MGST1 (human) co-expression conclusion	immunocytochemistry 998	PubMed 21216258
miR-93 and Mgst1 (rat) co-expression conclusion	in situ hybridization 994	PubMed 21216258
miR-93 and Mgst1 (rat) co-expression conclusion	Western blot 994	PubMed 21216258
miR-93 and Sp1 (rat) co-expression conclusion	in situ hybridization 996	PubMed 21216258
miR-93 and Sp1 (rat) co-expression conclusion	Western blot 996	PubMed 21216258
